,churn_probability,pred_churn,CustomerID,Contract,PaymentMethod,MonthlyCharges,TotalCharges,tenure,SeniorCitizen
4251,0.7148148388317079,1,3082-VQXNH,Month-to-month,Credit card (automatic),29.8,94.4,3,0
3369,0.7147129346650938,1,6557-BZXLQ,Month-to-month,Electronic check,69.65,1043.3,16,1
725,0.7143411958010711,1,7503-QQRVF,Month-to-month,Credit card (automatic),74.3,1178.25,16,1
2394,0.7132377285213409,1,9450-TRJUU,Month-to-month,Electronic check,83.15,2848.45,35,0
4637,0.7128063221465122,1,1816-FLZDK,Month-to-month,Mailed check,29.15,29.15,1,0
3800,0.7125070118679574,1,6481-ESCNL,Month-to-month,Bank transfer (automatic),100.55,2878.75,29,0
980,0.7122285320836819,1,8601-QACRS,Month-to-month,Mailed check,50.6,249.95,5,0
1286,0.7120809325161601,1,5281-BUZGT,Month-to-month,Electronic check,90.85,3186.7,36,1
1678,0.7113365501814575,1,1842-EZJMK,Month-to-month,Electronic check,103.7,5071.05,50,0
621,0.7111085859591119,1,3757-NJYBX,Month-to-month,Bank transfer (automatic),106.35,3520.75,32,1
2931,0.7098557380424992,1,7055-HNEOJ,Month-to-month,Mailed check,55.8,154.55,3,0
568,0.7098207931936354,1,3023-GFLBR,Month-to-month,Credit card (automatic),86.15,2745.7,33,0
5153,0.7098015774199644,1,2672-OJQZP,Month-to-month,Mailed check,44.75,44.75,1,0
4920,0.7097998496797604,1,7278-CKDNC,Month-to-month,Electronic check,80.5,2088.45,24,1
1424,0.7091370915863164,1,6331-LWDTQ,Month-to-month,Credit card (automatic),72.15,794.25,10,0
2005,0.7085050507700702,1,6582-OIVSP,Month-to-month,Mailed check,45.3,45.3,1,0
460,0.7083376366831962,1,7279-BUYWN,Month-to-month,Electronic check,113.2,4689.5,41,1
3466,0.7082959738309341,1,1895-QTKDO,Month-to-month,Credit card (automatic),43.95,43.95,1,0
4130,0.7078784605010857,1,7855-DIWPO,Month-to-month,Electronic check,68.65,1493.2,21,0
1601,0.7075528190050174,1,9445-SZLCH,Month-to-month,Bank transfer (automatic),97.35,3457.9,36,0
601,0.7074026492761536,1,1587-FKLZB,Month-to-month,Credit card (automatic),99.5,6822.15,66,1
428,0.7069747207230485,1,4248-QPAVC,Month-to-month,Bank transfer (automatic),85.35,1463.45,17,1
489,0.706968405505435,1,7054-LGEQW,Month-to-month,Mailed check,45.95,45.95,1,0
6551,0.7069389223117761,1,8778-LMWTJ,Month-to-month,Electronic check,74.85,708.2,9,0
926,0.7068421338886075,1,0963-ZBDRN,Month-to-month,Electronic check,96.2,3183.4,32,0
1857,0.7066677593051233,1,6304-IJFSQ,Month-to-month,Mailed check,49.9,130.1,3,0
4504,0.7057300041133192,1,2227-JRSJX,Month-to-month,Bank transfer (automatic),99.15,1956.4,21,0
3159,0.7056124317248221,1,1320-REHCS,Month-to-month,Electronic check,110.75,5832.0,52,1
335,0.7055633922517157,1,7993-PYKOF,Month-to-month,Electronic check,75.0,632.95,8,0
5029,0.7050206165331518,1,8189-XRIKE,Month-to-month,Electronic check,90.95,2897.95,32,1
443,0.7044886294829101,1,6311-UEUME,Month-to-month,Electronic check,78.9,2384.15,29,0
4244,0.7044193457293436,1,3481-JHUZH,Month-to-month,Electronic check,80.25,3439.0,41,0
2732,0.7040533731140539,1,7129-ACFOG,Month-to-month,Electronic check,53.8,283.95,5,0
1607,0.7025923612360626,1,4523-WXCEF,Month-to-month,Electronic check,101.1,6039.9,59,0
102,0.70257730078878,1,0979-PHULV,Month-to-month,Credit card (automatic),99.45,7007.6,69,0
2111,0.7021295128646119,1,4983-CLMLV,Month-to-month,Credit card (automatic),102.7,5138.1,52,0
5546,0.7002188499316502,1,2694-CIUMO,Month-to-month,Credit card (automatic),79.55,958.25,12,0
5842,0.6989385437893285,1,8676-OOQEJ,Month-to-month,Electronic check,30.5,118.4,4,0
1362,0.698787290800282,1,9381-NDKME,Month-to-month,Credit card (automatic),40.65,933.3,24,1
6964,0.6986075075588389,1,0463-ZSDNT,Month-to-month,Bank transfer (automatic),56.75,503.25,10,0
3869,0.6984866750220986,1,6128-AQBMT,Month-to-month,Electronic check,53.95,2215.4,41,1
467,0.6977220256069462,1,3096-IZETN,Month-to-month,Bank transfer (automatic),78.1,947.3,12,0
4643,0.6974817153413487,1,0430-IHCDJ,Month-to-month,Electronic check,49.0,749.25,15,0
275,0.6972519536967461,1,1624-WOIWJ,Month-to-month,Mailed check,84.7,832.05,10,0
4501,0.6969514545636765,1,6741-EGCBI,Month-to-month,Credit card (automatic),90.5,2595.85,30,1
1268,0.696693186796795,1,8696-JKZNU,Month-to-month,Electronic check,76.25,2841.55,37,1
533,0.6954640846627124,1,6845-RGTYS,Month-to-month,Electronic check,98.75,4533.7,47,0
3227,0.6948807195276433,1,8058-DMYRU,Month-to-month,Electronic check,90.05,4931.8,54,1
431,0.6947946497385242,1,3331-HQDTW,Month-to-month,Mailed check,109.8,3587.25,34,0
33,0.6937319236588746,1,0390-DCFDQ,Month-to-month,Mailed check,70.45,70.45,1,1
2017,0.6927679303053302,1,6168-YBYNP,Month-to-month,Electronic check,111.35,6519.75,59,0
4426,0.6919708337989735,1,9576-SYUHJ,Month-to-month,Electronic check,91.15,3369.25,37,0
3863,0.6919030235537122,1,9508-ILZDG,Month-to-month,Electronic check,96.35,3190.25,34,1
3802,0.6913199263838734,1,1550-EENBN,Month-to-month,Electronic check,104.35,3205.6,31,0
1012,0.6912908909552794,1,3932-CMDTD,One year,Electronic check,105.65,443.9,4,0
5644,0.6912336803721987,1,6034-YMTOB,Month-to-month,Mailed check,75.65,399.45,5,0
3092,0.6907057862442522,1,3761-FLYZI,Month-to-month,Bank transfer (automatic),108.8,7082.45,65,1
4868,0.6904947672077826,1,0531-ZZJWQ,Month-to-month,Electronic check,74.0,4052.4,55,1
2739,0.6889378020153875,1,1346-UFHAX,Month-to-month,Credit card (automatic),80.0,1029.35,13,0
495,0.6881155604318429,1,6770-XUAGN,Month-to-month,Electronic check,21.0,21.0,1,0
5245,0.686583615583366,1,5650-YLIBA,Month-to-month,Electronic check,81.15,2640.55,31,0
5447,0.685823787306777,1,8993-IZEUX,Month-to-month,Bank transfer (automatic),69.15,488.65,7,0
5105,0.6854830112596703,1,2277-VWCNI,Month-to-month,Mailed check,48.75,179.85,4,1
922,0.6854476346714208,1,9474-PHLYD,Month-to-month,Electronic check,59.45,892.65,15,0
2203,0.6848192826419407,1,1910-FMXJM,Month-to-month,Electronic check,80.4,2937.65,36,0
519,0.6833108892186736,1,5419-KLXBN,Month-to-month,Bank transfer (automatic),89.15,2257.75,25,0
3074,0.6832908944077947,1,2988-PLAHS,One year,Electronic check,69.95,220.45,3,0
5337,0.6820651394549292,1,5365-LLFYV,Month-to-month,Mailed check,45.85,105.6,2,0
3134,0.6818617271864124,1,5515-RUGKN,Month-to-month,Credit card (automatic),54.75,438.05,8,0
4427,0.6817227045915678,1,0410-IPFTY,Month-to-month,Bank transfer (automatic),83.85,2674.15,31,0
2573,0.6811193253260066,1,7567-ECMCM,Month-to-month,Credit card (automatic),79.85,2001.0,24,0
261,0.68046517148566,1,4695-VADHF,Month-to-month,Electronic check,57.45,990.85,18,0
846,0.6795446830248164,1,8806-EAGWC,Month-to-month,Mailed check,55.15,159.15,3,0
2536,0.6780293567282218,1,0730-KOAVE,Month-to-month,Credit card (automatic),94.3,2679.7,30,0
6738,0.6777555044777177,1,9979-RGMZT,One year,Mailed check,94.05,633.45,7,0
1676,0.6777020651534724,1,9286-DOJGF,Month-to-month,Bank transfer (automatic),74.95,2869.85,38,1
252,0.6765748185022469,1,9369-XFEHK,Month-to-month,Bank transfer (automatic),80.6,2656.5,33,1
115,0.6762751210246594,1,4640-UHDOS,Month-to-month,Electronic check,55.95,734.35,13,0
1517,0.6758128217573612,1,3374-LXDEV,Month-to-month,Electronic check,89.4,1132.35,13,0
5264,0.6753672420718114,1,3932-IJWDZ,Month-to-month,Bank transfer (automatic),103.65,4747.85,45,0
2198,0.6752139550447686,1,3577-AMVUX,Month-to-month,Mailed check,55.05,55.05,1,0
4923,0.6746184881156578,1,7181-OQCUT,Month-to-month,Mailed check,103.85,2215.0,21,0
2101,0.6740943921928786,1,7277-OZCGZ,Month-to-month,Electronic check,89.05,1886.25,22,0
1527,0.6734468380248131,1,6711-VTNRE,Month-to-month,Electronic check,87.55,3078.1,36,0
4434,0.6730848907814027,1,4840-ORQXB,Month-to-month,Electronic check,104.75,5841.35,56,1
4288,0.6726516846684284,1,2874-YXVVA,Month-to-month,Electronic check,105.1,3634.8,34,0
582,0.6725828373267624,1,3207-OYBWH,Month-to-month,Bank transfer (automatic),95.25,5427.05,57,1
1358,0.67229436153272,1,8988-ECPJR,Month-to-month,Mailed check,79.6,2718.3,34,1
5565,0.6713422986537139,1,1261-FWTTE,Month-to-month,Bank transfer (automatic),34.65,768.45,23,1
4279,0.6709562301297433,1,9620-ENEJV,Month-to-month,Credit card (automatic),70.55,433.95,6,0
1878,0.6705027682072178,1,5129-JLPIS,Month-to-month,Electronic check,105.5,2686.05,25,0
240,0.6692771177308364,1,4208-UFFGW,Month-to-month,Mailed check,44.95,85.15,2,1
1010,0.6691638238221016,1,6946-LMSQS,One year,Electronic check,89.05,2177.45,25,1
4252,0.6689083773757486,1,4931-TRZWN,Month-to-month,Electronic check,71.95,923.85,13,0
4722,0.6688523563618982,1,4570-QHXHL,Month-to-month,Electronic check,43.75,405.7,9,0
6992,0.6686471299768274,1,0422-UXFAP,One year,Electronic check,98.85,4947.55,51,0
1336,0.6675213861432603,1,2606-RMDHZ,Month-to-month,Credit card (automatic),30.5,208.7,6,0
1395,0.667083808078605,1,2894-QOJRX,Month-to-month,Bank transfer (automatic),34.0,853.0,25,0
2754,0.6654039895803304,1,4468-KAZHE,Month-to-month,Electronic check,60.0,1259.35,20,1
1631,0.6648523972572022,1,0475-RIJEP,Month-to-month,Electronic check,77.85,3365.85,43,0
3068,0.6643569440745116,1,5035-BVCXS,Month-to-month,Mailed check,75.9,866.4,11,0
5862,0.6615914139735525,1,1310-QRITU,Month-to-month,Electronic check,50.3,913.3,18,0
4889,0.6613733257423239,1,9780-FKVVF,Month-to-month,Bank transfer (automatic),59.15,336.7,6,0
2897,0.6603050514112478,1,3569-EDBPQ,Month-to-month,Electronic check,84.35,1938.05,24,0
6874,0.6597285502405439,1,5626-MGTUK,Month-to-month,Bank transfer (automatic),89.1,1879.25,20,0
2015,0.6591462495836442,1,2604-IJPDU,Month-to-month,Electronic check,96.55,1901.65,20,0
6572,0.658628566798372,1,3466-RITXD,Month-to-month,Credit card (automatic),92.4,2349.8,26,0
5237,0.6580527525936244,1,0599-XNYDO,Month-to-month,Bank transfer (automatic),69.8,1540.35,20,0
3200,0.6576512312933155,1,2178-PMGCJ,Month-to-month,Mailed check,69.7,1490.4,22,0
4718,0.6568247364948694,1,1357-BIJKI,One year,Electronic check,98.25,4858.7,50,0
1227,0.6556173686580132,1,0504-HHAPI,Month-to-month,Credit card (automatic),88.3,2467.75,27,1
3985,0.6548879522785188,1,2452-KDRRH,Month-to-month,Credit card (automatic),101.4,6841.05,67,1
777,0.6522301166101703,1,1481-ZUWZA,Month-to-month,Credit card (automatic),94.5,2659.4,28,0
784,0.6521803185394794,1,6022-UGGSO,Month-to-month,Electronic check,74.4,2276.95,32,1
3786,0.6508666213901662,1,4526-ZJJTM,Month-to-month,Bank transfer (automatic),88.4,2191.15,25,1
1690,0.6501995444884124,1,3058-HJCUY,One year,Electronic check,102.6,4213.35,41,0
1216,0.6498074604440891,1,3540-RZJYU,Month-to-month,Electronic check,86.2,1270.2,15,0
3828,0.6481035194760881,1,5609-IMCGG,Month-to-month,Credit card (automatic),84.35,1302.65,15,0
3304,0.6477740164975344,1,9261-WDCAF,Month-to-month,Mailed check,54.65,189.1,3,0
1333,0.6468538083539861,1,1644-IRKSF,One year,Electronic check,93.8,3124.5,33,0
3476,0.6459480303043603,1,6844-DZKRF,Month-to-month,Credit card (automatic),50.2,109.25,2,0
4892,0.6453052718109593,1,3345-PBBFH,Month-to-month,Bank transfer (automatic),49.55,393.45,8,0
3641,0.6445485736650549,1,6486-LHTMA,One year,Electronic check,90.7,2835.5,31,1
6630,0.6437707404664255,1,3094-JOJAI,Month-to-month,Mailed check,74.15,1387.0,18,0
2820,0.6437002271996025,1,8985-OOPOS,One year,Credit card (automatic),74.1,74.1,1,0
440,0.6425903547429813,1,4829-AUOAX,Month-to-month,Bank transfer (automatic),96.05,4399.5,46,0
848,0.6408626499636139,1,9710-ZUSHQ,Month-to-month,Bank transfer (automatic),106.75,4056.75,37,1
5162,0.6407018521784943,1,0365-GXEZS,Month-to-month,Electronic check,78.2,1468.75,18,0
3123,0.6395468808952044,1,8158-WPEZG,Month-to-month,Electronic check,35.65,425.1,11,0
4873,0.6392163834038083,1,0916-QOFDP,Month-to-month,Electronic check,95.8,1346.3,14,1
6368,0.6383610363944403,1,4226-KKDON,Month-to-month,Electronic check,66.65,520.95,8,0
6779,0.637946566067332,1,1442-BQPVU,Month-to-month,Electronic check,29.15,357.15,13,0
2664,0.6374329838486654,1,0455-XFASS,Month-to-month,Electronic check,69.55,200.2,3,0
1513,0.6369520298659498,1,0363-QJVFX,Month-to-month,Credit card (automatic),108.15,3432.9,32,0
4937,0.6366473164303627,1,4223-WOZCM,Month-to-month,Mailed check,49.95,107.1,2,1
3187,0.6354824841922918,1,8623-ULFNQ,Month-to-month,Electronic check,66.05,1652.4,26,1
1345,0.6352728817614717,1,8020-BWHYL,Month-to-month,Credit card (automatic),75.3,1147.45,15,1
952,0.6352319940021833,1,7579-OOPEC,Month-to-month,Credit card (automatic),50.15,115.1,2,1
28,0.634748213025637,1,0404-SWRVG,Month-to-month,Electronic check,74.4,229.55,3,0
3918,0.6343626867583486,1,2770-NSVDG,Month-to-month,Electronic check,29.1,688.0,24,0
5821,0.6336588676770419,1,4724-WXVWF,Month-to-month,Electronic check,95.4,4445.3,48,0
5021,0.6335647650495013,1,2692-PFYTJ,Month-to-month,Mailed check,25.75,25.75,1,0
2856,0.6333762456563835,1,1371-DWPAZ,Two year,Credit card (automatic),56.05,0.0,0,0
2842,0.6328559843592599,1,1907-YLNYW,Month-to-month,Electronic check,66.7,579.0,8,0
2119,0.6326265981931702,1,7982-VCELR,Month-to-month,Credit card (automatic),94.8,3565.65,36,0
5266,0.6306234168324111,1,3594-KADLU,Month-to-month,Mailed check,35.1,101.1,3,0
797,0.6298650221658779,1,1550-LOAHA,Month-to-month,Bank transfer (automatic),84.15,2585.95,32,0
5046,0.6296725439041324,1,7504-UWHNB,Month-to-month,Electronic check,69.75,1729.35,25,0
2646,0.628855402267137,1,4026-SKKHW,Month-to-month,Mailed check,50.25,152.3,3,0
791,0.627267601678871,1,3923-CSIHK,Month-to-month,Electronic check,71.05,3444.85,50,1
4635,0.6272317432705421,1,2522-AHJXR,Month-to-month,Bank transfer (automatic),109.45,6572.85,60,0
6137,0.6264320122371363,1,1169-WCVAK,Month-to-month,Credit card (automatic),88.8,1672.35,19,0
3547,0.6263957147141332,1,0015-UOCOJ,Month-to-month,Electronic check,48.2,340.35,7,1
6725,0.6263414247212887,1,2257-BOVXD,Month-to-month,Credit card (automatic),66.6,979.5,14,0
4543,0.6262719935218113,1,9819-FBNSV,Month-to-month,Bank transfer (automatic),72.25,2575.45,37,1
140,0.6256615012490492,1,5301-GAUUY,Month-to-month,Bank transfer (automatic),80.35,2596.15,32,0
4191,0.6252734360954625,1,6029-CSMJE,Month-to-month,Mailed check,25.65,440.2,17,0
475,0.6246067110045177,1,8496-EJAUI,Month-to-month,Credit card (automatic),73.85,1424.5,19,0
891,0.6244483354156626,1,2108-YKQTY,Month-to-month,Credit card (automatic),50.7,151.3,4,0
120,0.6218666591424059,1,6227-HWPWX,Month-to-month,Bank transfer (automatic),69.0,994.8,15,0
6677,0.6205632256491761,1,5949-HGVJL,Month-to-month,Electronic check,73.05,1959.5,26,0
6178,0.6190281089175892,1,7876-BEUTG,Month-to-month,Mailed check,48.8,720.1,15,0
53,0.6172967606114348,1,0742-MOABM,Month-to-month,Mailed check,50.05,179.35,4,0
2862,0.6171936497694264,1,2625-TRCZQ,Month-to-month,Electronic check,49.65,2553.35,51,0
4770,0.6171799881580715,1,1559-DTODC,Month-to-month,Bank transfer (automatic),25.15,468.35,19,0
6005,0.6171642665519421,1,4619-EVPHY,One year,Bank transfer (automatic),91.0,1859.5,20,1
250,0.6170684985528045,1,6646-QVXLR,One year,Electronic check,103.75,6383.35,62,1
4832,0.6168025453153314,1,1329-VHWNP,Month-to-month,Bank transfer (automatic),25.05,189.95,7,0
3665,0.6163208983481632,1,1049-FYSYG,Month-to-month,Credit card (automatic),35.65,646.05,17,0
2908,0.6154399062955134,1,5302-BDJNT,Month-to-month,Electronic check,95.5,3418.2,35,0
1683,0.6137970341694986,1,2869-ADAWR,Month-to-month,Credit card (automatic),89.3,4016.85,45,0
3551,0.613079016032831,1,1465-LNTLJ,Month-to-month,Credit card (automatic),64.4,581.7,8,1
710,0.6130589579520529,1,3426-NIYYL,Month-to-month,Electronic check,51.55,765.5,15,0
430,0.6127717349739077,1,4690-LLKUA,Month-to-month,Electronic check,45.05,770.6,17,1
1812,0.6101658184898486,1,9079-YEXQJ,Month-to-month,Electronic check,111.1,6014.85,54,0
6434,0.6100282318127073,1,2279-AXJJK,Month-to-month,Credit card (automatic),95.65,5088.4,52,0
6364,0.6100060578695145,1,5438-QMDDL,Month-to-month,Mailed check,59.8,1130.85,19,0
5422,0.6095409032704336,1,7814-LEEVE,Month-to-month,Bank transfer (automatic),20.3,20.3,1,0
3409,0.6091032277955127,1,2190-BCXEC,Month-to-month,Credit card (automatic),78.85,3126.85,40,0
134,0.6088014878244732,1,6825-UYPFK,Month-to-month,Bank transfer (automatic),75.6,1758.6,23,0
1672,0.6087234587455169,1,4558-FANTW,Month-to-month,Electronic check,91.85,1574.45,17,0
1169,0.6085743423842249,1,3018-TFTSU,Month-to-month,Bank transfer (automatic),81.7,858.6,12,0
2828,0.6082227470128927,1,6729-GDNGC,Month-to-month,Bank transfer (automatic),80.7,1614.2,20,1
2389,0.6072989221917802,1,2480-JZOSN,Month-to-month,Mailed check,20.65,20.65,1,0
5285,0.6072067096635796,1,0929-PECLO,Month-to-month,Bank transfer (automatic),89.6,5538.8,63,1
6576,0.6071400556026146,1,2101-RANCD,Month-to-month,Electronic check,73.1,4144.9,55,0
4588,0.6065537514548232,1,2842-BCQGE,Month-to-month,Credit card (automatic),75.35,3161.4,43,0
4700,0.6047905421410525,1,8805-JNRAZ,Month-to-month,Mailed check,49.2,103.7,2,0
4324,0.6040505903381002,1,2195-VVRJF,Month-to-month,Credit card (automatic),59.1,1011.05,18,1
3355,0.6027177783076539,1,8272-ONJLV,One year,Electronic check,95.7,1184.0,12,0
6546,0.6024666670827017,1,3587-PMCOY,One year,Electronic check,98.9,1064.95,10,0
4577,0.6023673572383891,1,6257-RJOHI,Month-to-month,Mailed check,50.8,202.3,4,0
4201,0.6019090394199152,1,6429-SHBCB,Month-to-month,Mailed check,69.6,1394.55,19,0
4602,0.6017498996951451,1,4993-JCRGJ,Month-to-month,Mailed check,84.3,2281.6,26,0
854,0.6006388194691613,1,7112-OPOTK,Month-to-month,Electronic check,68.25,2171.15,33,0
6420,0.6005384979010464,1,8033-VCZGH,One year,Electronic check,103.95,5231.3,50,0
1308,0.5995742303178814,1,1862-SKORY,Month-to-month,Electronic check,39.3,1637.4,40,1
5252,0.5982328811774201,1,5201-USSQZ,Month-to-month,Credit card (automatic),85.9,2196.45,26,0
2934,0.5970449793904041,1,8445-DNBAE,Month-to-month,Electronic check,50.05,50.05,1,0
7028,0.5956835189752867,1,7398-LXGYX,Month-to-month,Credit card (automatic),84.8,3626.35,44,0
6621,0.5956213738297412,1,2478-EEWWM,Month-to-month,Electronic check,44.3,2666.75,59,0
845,0.5949760985060795,1,0461-CVKMU,Month-to-month,Electronic check,83.8,1900.25,23,0
4659,0.5948364474620402,1,2386-OWURY,Month-to-month,Electronic check,95.3,5817.7,58,0
6998,0.594668781250596,1,5568-DMXZS,Month-to-month,Electronic check,65.45,554.45,8,0
1101,0.5944741041867887,1,4088-YLDSU,One year,Electronic check,104.15,5743.05,55,0
638,0.593843438226607,1,3325-FUYCG,One year,Electronic check,106.1,2847.4,28,0
6033,0.5935425110540706,1,4396-KLSEH,Month-to-month,Electronic check,19.85,63.0,4,0
2071,0.5926157007365784,1,3197-ARFOY,Month-to-month,Mailed check,105.0,2007.25,19,1
4683,0.5922271916842008,1,6137-NICCO,Month-to-month,Mailed check,94.05,518.75,6,0
3853,0.5920850677669605,1,5213-TWWJU,Month-to-month,Electronic check,91.0,2626.15,28,0
5838,0.5913033796883308,1,6284-KMNUF,One year,Electronic check,98.0,5270.6,56,0
4069,0.5912015110032836,1,2960-NKRSO,Month-to-month,Electronic check,85.95,2107.15,24,0
5225,0.59070846035034,1,4329-YPDDQ,Month-to-month,Bank transfer (automatic),108.2,2203.7,20,0
415,0.5905625614775178,1,1205-WNWPJ,Month-to-month,Mailed check,59.5,415.95,7,0
5578,0.5901134382807237,1,1848-LBZHY,Month-to-month,Bank transfer (automatic),50.3,355.1,7,0
6365,0.5892894899888682,1,9812-GHVRI,Month-to-month,Bank transfer (automatic),83.85,3532.25,40,0
1557,0.5882166002419791,1,4905-JEFDW,One year,Electronic check,41.6,470.6,11,0
2384,0.5876099433931115,1,5076-YVXCM,Month-to-month,Bank transfer (automatic),83.4,4149.45,51,0
3934,0.5870274788041162,1,0058-EVZWM,Month-to-month,Bank transfer (automatic),89.8,4959.6,55,0
2055,0.5853358884345701,1,4522-AKYLR,Month-to-month,Electronic check,54.8,731.3,13,1
2987,0.5848229107691324,1,2924-KHUVI,One year,Electronic check,100.55,5514.95,56,0
4630,0.5834499691187095,1,9822-WMWVG,Month-to-month,Electronic check,106.5,4282.4,41,0
829,0.5815968654728282,1,7410-KTVFV,Month-to-month,Mailed check,49.55,878.35,18,0
3143,0.5809071265969215,1,1958-RNRKS,Month-to-month,Electronic check,49.9,1441.95,30,0
211,0.5806034180839276,1,0727-BMPLR,One year,Electronic check,100.0,5509.3,55,1
1253,0.5789892031388992,1,7067-KSAZT,One year,Electronic check,106.25,6979.8,65,1
4262,0.5781768014599179,1,5402-HTOTQ,Month-to-month,Electronic check,55.3,875.35,16,0
6217,0.5770785241038529,1,1976-AZZPJ,Month-to-month,Mailed check,34.2,256.6,7,0
5260,0.5730688617959498,1,2432-TFSMK,One year,Credit card (automatic),89.6,1633.0,18,0
709,0.5717129593886319,1,0431-APWVY,One year,Bank transfer (automatic),90.1,2598.95,28,0
5433,0.5682213640659515,1,1600-DILPE,Month-to-month,Bank transfer (automatic),45.0,524.35,12,0
6097,0.5664501120985107,1,3349-ANQNH,One year,Electronic check,99.5,5890.0,59,1
170,0.5659799671224666,1,0823-HSCDJ,Month-to-month,Electronic check,49.15,2550.9,52,1
5243,0.5650499912716763,1,0471-ARVMX,One year,Electronic check,104.85,6312.9,62,1
2787,0.5644298738130544,1,0668-OGMHD,Month-to-month,Electronic check,28.5,629.35,21,0
6412,0.5641800755860878,1,2378-HTWFW,Month-to-month,Credit card (automatic),91.0,3180.5,35,1
2134,0.5639347780231474,1,9833-TGFHX,One year,Electronic check,97.1,4016.75,42,0
767,0.5629663771592783,1,6313-GIDIT,Month-to-month,Electronic check,54.45,2854.55,53,1
2616,0.562558038250182,1,2858-EIMXH,One year,Credit card (automatic),95.85,5016.25,53,1
6154,0.5618523028038869,1,9112-WSNPU,Month-to-month,Electronic check,70.55,2419.0,35,1
1471,0.5587403416819946,1,4667-OHGKG,Month-to-month,Mailed check,19.3,19.3,1,0
4747,0.5576046497630178,1,2139-FQHLM,Month-to-month,Mailed check,89.95,1682.4,19,0
1482,0.5575378096655037,1,1493-AMTIE,Month-to-month,Bank transfer (automatic),20.2,20.2,1,0
6845,0.5570489514310792,1,2369-FEVNO,Month-to-month,Mailed check,19.9,19.9,1,0
493,0.5568724180561799,1,8840-DQLGN,Month-to-month,Bank transfer (automatic),100.5,3653.35,35,1
2989,0.5565771017182921,1,6184-DYUOB,Month-to-month,Mailed check,19.6,55.25,3,0
961,0.5564848585917619,1,1240-KNSEZ,Month-to-month,Mailed check,20.1,20.1,1,0
6396,0.5563632352762777,1,3069-SSVSN,One year,Mailed check,25.85,25.85,1,0
4767,0.5559050071884768,1,0701-TJSEF,Month-to-month,Bank transfer (automatic),68.25,576.95,9,0
2406,0.5556571475570646,1,5575-TPIZQ,Month-to-month,Credit card (automatic),89.15,4245.55,46,0
383,0.555241725300415,1,7893-IXHRQ,Month-to-month,Electronic check,20.55,20.55,1,0
5183,0.553412103580104,1,7853-WNZSY,Month-to-month,Credit card (automatic),19.75,19.75,1,0
2288,0.5519469422914303,1,6815-ABQFQ,One year,Electronic check,107.25,6033.3,56,0
6954,0.5514138086149993,1,5136-GFPMB,Month-to-month,Credit card (automatic),89.4,4869.5,54,0
3950,0.5500973574975229,1,1575-KRZZE,Month-to-month,Electronic check,55.2,220.65,4,0
11,0.5490687396830829,1,6047-YHPVI,Month-to-month,Electronic check,69.7,316.9,5,0
2584,0.5488738566819138,1,8388-FYNPZ,Month-to-month,Electronic check,56.75,245.15,4,0
2720,0.548032438798171,1,8992-CEUEN,Month-to-month,Electronic check,18.85,18.85,1,0
1908,0.5479273148807557,1,5067-XJQFU,One year,Electronic check,108.45,7076.35,66,1
1240,0.5472634350579526,1,2778-OCLGR,Month-to-month,Bank transfer (automatic),39.1,971.3,24,1
2945,0.5472524397294717,1,6234-PFPXL,Month-to-month,Credit card (automatic),95.9,2234.95,22,0
2929,0.5471915537211852,1,2480-EJWYP,One year,Bank transfer (automatic),97.8,5458.8,58,1
7035,0.5470360372029311,1,9767-FFLEM,Month-to-month,Credit card (automatic),69.5,2625.25,38,0
5009,0.5469011594316027,1,9054-FOWNV,Month-to-month,Electronic check,88.75,1885.15,22,0
2449,0.5468704932036665,1,8728-SKJLR,Month-to-month,Electronic check,74.25,3089.1,41,0
558,0.5467582099445291,1,0761-AETCS,Month-to-month,Electronic check,19.3,19.3,1,0
5850,0.546749700142281,1,4067-HLYQI,Month-to-month,Bank transfer (automatic),70.4,2406.1,33,0
5581,0.5464482620064882,1,7298-IZWLY,Month-to-month,Mailed check,19.4,19.4,1,0
4422,0.546164983293643,1,8566-YPRGL,Month-to-month,Mailed check,19.5,19.5,1,0
5402,0.5460233327154305,1,1622-HSHSF,Month-to-month,Mailed check,19.55,19.55,1,0
1325,0.5455228716796857,1,2955-PSXOE,Month-to-month,Bank transfer (automatic),20.2,20.2,1,0
5556,0.5454156876826732,1,5600-PDUJF,Month-to-month,Credit card (automatic),49.5,312.7,6,0
1792,0.5441812053555416,1,7839-QRKXN,Month-to-month,Mailed check,20.2,20.2,1,0
1762,0.5438485772757442,1,2810-FTLEM,Month-to-month,Electronic check,50.15,762.25,16,0
1620,0.543821251082744,1,3982-XWFZQ,Month-to-month,Electronic check,50.25,2203.65,42,0
2991,0.5438204781712045,1,9327-QSDED,Month-to-month,Mailed check,43.55,335.4,8,0
4510,0.5437559254499975,1,4634-JLRJT,Month-to-month,Mailed check,20.35,20.35,1,0
4955,0.5427900961535634,1,8620-RJPZN,Month-to-month,Electronic check,20.7,20.7,1,0
4898,0.5417233140965297,1,6627-CFOSN,Month-to-month,Bank transfer (automatic),99.45,5623.7,59,0
3144,0.5407988251911501,1,5136-RGMZO,Month-to-month,Electronic check,71.05,2168.15,31,0
3855,0.5405052761301288,1,7629-WIXZF,One year,Electronic check,59.1,369.25,7,0
18,0.5374050201204952,1,5698-BQJOH,Month-to-month,Electronic check,94.4,857.25,9,0
